date,portfolio_ret,btc_ret,cum_portfolio,cum_btc
2024-01-07,0.006425706108764894,-0.0651128849527465,1.006425706108765,0.9348871150472535
2024-01-14,0.008583755658114249,-0.0752093698541227,1.0150646184580476,0.8645748442398108
2024-01-21,0.20672338948692792,0.0771491838301048,1.2249022169339503,0.9312760878329522
2024-01-28,0.07271402281697024,0.0028114886232819,1.313969784684643,0.9338943599590291
2024-02-04,0.1864336506242084,0.1536802199675366,1.558937968453306,1.0774154506239746
2024-02-11,0.0727609701626479,0.0513270512033221,1.672367807461356,1.1327160086254018
2024-02-18,0.08164755013648216,0.0918011351461487,1.8089125418676957,1.2367006240154286
2024-02-25,0.6106731264236565,0.1189572003969494,2.913566819237005,1.3838150679774643
2024-03-03,0.29620562786915455,0.1189679341587384,3.776581708267837,1.5484446878724774
2024-03-10,-0.2062815504576932,-0.1333308780358719,2.9975425780561844,1.3419891980484582
2024-03-17,0.6448770439923306,0.1300697376817639,4.9305889750342065,1.5165413810103818
2024-03-24,-0.10216269020243204,-0.0645305374673924,4.42686674106226,1.4186781506022406
2024-03-31,0.06018335945712028,0.0558439103152816,4.693290453408381,1.4979026860107219
2024-04-07,-0.08363222987405868,-0.0767210936235571,4.300780107343206,1.3829819537983157
2024-04-14,0.06212993640523923,0.04058338724482,4.567987301905357,1.4391080459819106
2024-04-21,0.012016255780676182,-0.0868771257115368,4.622877405727933,1.314082475358656
2024-04-28,0.05157674130180309,0.0279575359315218,4.861310357753113,1.3508209833804787
2024-05-05,0.00889295126404356,-0.0122439438308531,4.904541753844002,1.3342816071344303
2024-05-12,0.2001731487171789,0.1391039176377975,5.886299319725832,1.5198854059188862
2024-05-19,0.09881933445851712,-0.0257361311529961,6.46797950092476,1.480769435774633
2024-05-26,-0.02842200993351947,0.0321821752349091,6.284146523299676,1.52842381723923
2024-06-02,-0.14051571570722302,-0.0454011599413153,5.401125176969165,1.459031603054636
2024-06-09,-0.028418613715078284,-0.0322601979353065,5.247632686938094,1.4119629547462258
2024-06-16,0.04501495158025955,-0.0514720492855879,5.4838546182516,1.3392863279501037
2024-06-23,0.02040972741904194,0.0039545110413918,5.59577859621577,1.3445825505215676
