portfolio_cagr,btc_cagr,portfolio_vol,btc_vol,portfolio_sharpe,btc_sharpe,portfolio_mdd,btc_mdd,win_rate,outperform_rate,info_ratio,total_periods
14.044135948049583,0.7908253957718647,1.1292906882325693,0.5071505816519666,2.917867435277517,1.3984261591771965,-0.3064680992234088,-0.28174524995721373,0.6585365853658537,0.6585365853658537,2.7335368761808376,82
